x y
-0.6494380407642892 -0.19533495858416297
-0.11498433236626435 0.2188015960365424
0.858748547703488 1.122258865323922
-0.014885984856744272 -0.013901388323553164
-0.16520236183002207 -0.208374298071873
-0.1484385282952103 -0.19302671511874042
0.12785963221129232 0.35113035640130796
0.04952500584271642 -0.3550187542192164
0.7621262152474492 -0.2982241308015307
-0.034077667511089905 0.010022334557879518
1.0737892724866254 0.278324316551305
-0.3847542691634277 -0.058240617112785525
-1.9959945161233525 -1.6605102770458304
0.2373631436526805 0.32139603300761105
-1.6900512643661596 -1.124134365624588
0.2443228618393274 -0.19459096680132765
0.45724964244539507 1.941281743088743
0.18209290194422084 1.7042593999264946
0.6694405010443545 0.61425091403893
0.216541107553909 0.5899137624283044
0.035508659324459055 0.5538449816348687
0.21190165792544152 0.9232407545159037
-0.6074090112607499 0.602040220590784
0.22630665851299234 0.5167121012099969
0.2663647283748949 0.9992900718019044
-0.4238278195145176 0.697313116180102
0.0006652012308603637 -0.0014489270066948843
-0.26986226814061975 0.05293331762760304
-0.7807646572775464 0.09544362586902784
-0.7547175454942531 -0.6075494022755807
0.07365886825775522 0.25480120271477413
-0.03527191244182082 -0.28963148174516046
0.04587195110585027 0.047454289797125175
-1.0306684197355143 -0.13109239231878533
0.750503232569139 0.20414058631004198
-0.26034338046136585 -0.6105327851095816
-0.12620487669689492 0.2238403572779824
-0.7512254443616156 -1.1804612074409229
0.09208615801587146 0.1573725035282716
-0.31484527495482706 -0.24396792468509787
0.06390411642042737 0.058147562349836854
-0.03100127075515655 -0.030150489550057714
0.4961048543451366 0.5686882753998006
0.46232998573186684 0.5734068567004844
0.631032552295899 -0.8926997280907555
2.0561394222268325 -0.15064013151337394
0.595122105798632 1.8158998969050824
0.5430334443863539 1.0795651213841675
1.2648460338004515 1.4342053681185436
0.5430899547723289 0.06855317888679799
0.41985549370604724 0.4065973688516852
-0.07226307531469214 0.19707357699924657
0.8010203804964866 1.2911090742478133
0.3667237778436473 -0.4925719141779005
0.05805817749487168 0.022648205836979584
-0.39007487216505227 0.22281874670622742
-0.3831631370909571 0.07659163494595098
0.3107245096269032 0.39462716748952886
0.20145450471920676 0.11612129249783196
-1.6824663108900333 -0.04547774818999052
0.21034306053751112 -1.1017171334647982
-1.6726378468132566 -2.1437482229654123
-0.5363351291859724 0.3521968380555281
0.043763733038934244 -0.007026247115692688
-0.004689577951453288 0.2751074073200288
-0.6975259717361273 -0.04450556545671037
0.12322526583856355 -0.4039155857979362
-0.17010803623803025 0.005632662865649155
0.4076053907636659 0.08551266756811517
-0.17439702007376146 0.6531901804254785
-0.5453659992119267 -0.9755491880314472
-0.14861902766158105 0.006060225799912657
-0.4232093562257628 -0.22264636280149291
0.20063127305376183 -1.0642049217179466
0.07449731217229885 -0.09906136031245179
0.20272073095191478 -0.4556653773785392
-0.6085670172753654 -0.2144124500207164
0.20489663568292776 -0.3125482399697327
-0.16304746819975963 0.2194985887267278
-0.18586066081940608 0.23185567282869005
0.030277898155345366 0.02528119993750039
1.6001933341245729 -0.8919045043655995
0.8824124292302579 0.2675817175350673
0.37831709168068367 -0.33759582564381924
0.47885402168904095 0.0907050862485269
-0.7978334399163759 -1.769204872671252
-0.23714960156973489 0.47687470127640014
-1.1683004989297898 -0.8093477219964902
0.02222328358240573 -0.26292406663109824
-0.3154129883632481 0.3164611071246653
-0.1829774034178034 -0.0771711605655821
0.24996819155128053 0.07491836004725379
-0.8664358810840613 0.5018323753848409
-0.45265039518158856 0.7529545734257824
-0.07771465475120061 0.0507960819477414
